SampleID	Stage	Reads
IM-24-054-AVSX_S387	Amplicons	125112
IM-24-054-AVSX_S387	OutputDada2	115726
IM-24-054-AVSX_S387	OutputPostprocessing	114490
IM-24-054-AXTG_S291	Input	234586
IM-24-054-AXTG_S291	No Dimers	234023
IM-24-054-AXTG_S291	Amplicons	216254
IM-24-054-AXTG_S291	OutputDada2	199940
IM-24-054-AXTG_S291	OutputPostprocessing	198060
IM-24-054-BBVD_S297	Input	246430
IM-24-054-BBVD_S297	No Dimers	245453
IM-24-054-BBVD_S297	Amplicons	227782
IM-24-054-BBVD_S297	OutputDada2	211054
IM-24-054-BBVD_S297	OutputPostprocessing	209338
IM-24-054-BGJD_S328	Input	502038
IM-24-054-BGJD_S328	No Dimers	501071
IM-24-054-BGJD_S328	Amplicons	464923
IM-24-054-BGJD_S328	OutputDada2	430146
IM-24-054-BGJD_S328	OutputPostprocessing	426685
IM-24-054-BNSH_S193	Input	497513
IM-24-054-BNSH_S193	No Dimers	493331
IM-24-054-BNSH_S193	Amplicons	458215
IM-24-054-BNSH_S193	OutputDada2	423552
IM-24-054-BNSH_S193	OutputPostprocessing	420145
IM-24-054-BUFD_S233	Input	378792
IM-24-054-BUFD_S233	No Dimers	377451
IM-24-054-BUFD_S233	Amplicons	351475
IM-24-054-BUFD_S233	OutputDada2	325059
IM-24-054-BUFD_S233	OutputPostprocessing	322971
IM-24-054-CGXT_S200	Input	348017
IM-24-054-CGXT_S200	No Dimers	346572
IM-24-054-CGXT_S200	Amplicons	323008
IM-24-054-CGXT_S200	OutputDada2	298844
IM-24-054-CGXT_S200	OutputPostprocessing	297363
IM-24-054-CHFC_S310	Input	172025
IM-24-054-CHFC_S310	No Dimers	171262
IM-24-054-CHFC_S310	Amplicons	160253
IM-24-054-CHFC_S310	OutputDada2	148249
IM-24-054-CHFC_S310	OutputPostprocessing	147670
IM-24-054-CKKS_S319	Input	233158
IM-24-054-CKKS_S319	No Dimers	232539
IM-24-054-CKKS_S319	Amplicons	216411
IM-24-054-CKKS_S319	OutputDada2	200031
IM-24-054-CKKS_S319	OutputPostprocessing	198323
IM-24-054-CLHA_S388	Input	174120
IM-24-054-CLHA_S388	No Dimers	171810
IM-24-054-CLHA_S388	Amplicons	158567
IM-24-054-CLHA_S388	OutputDada2	146354
IM-24-054-CLHA_S388	OutputPostprocessing	144616
IM-24-054-CLNS_S194	Input	244964
IM-24-054-CLNS_S194	No Dimers	243480
IM-24-054-CLNS_S194	Amplicons	227421
IM-24-054-CLNS_S194	OutputDada2	210036
IM-24-054-CLNS_S194	OutputPostprocessing	209305
IM-24-054-CLTS_S304	Input	249702
IM-24-054-CLTS_S304	No Dimers	249251
IM-24-054-CLTS_S304	Amplicons	232004
IM-24-054-CLTS_S304	OutputDada2	214491
IM-24-054-CLTS_S304	OutputPostprocessing	212866
IM-24-054-CRKU_S315	Input	128751
IM-24-054-CRKU_S315	No Dimers	128398
IM-24-054-CRKU_S315	Amplicons	119764
IM-24-054-CRKU_S315	OutputDada2	110783
IM-24-054-CRKU_S315	OutputPostprocessing	109931
IM-24-054-CZJB_S222	Input	299336
IM-24-054-CZJB_S222	No Dimers	298363
IM-24-054-CZJB_S222	Amplicons	277753
IM-24-054-CZJB_S222	OutputDada2	256769
IM-24-054-CZJB_S222	OutputPostprocessing	255386
IM-24-054-DDGD_S224	Input	283045
IM-24-054-DDGD_S224	No Dimers	281418
IM-24-054-DDGD_S224	Amplicons	261776
IM-24-054-DDGD_S224	OutputDada2	242444
IM-24-054-DDGD_S224	OutputPostprocessing	240360
IM-24-054-DKBW_S307	Input	97620
IM-24-054-DKBW_S307	No Dimers	97213
IM-24-054-DKBW_S307	Amplicons	90274
IM-24-054-DKBW_S307	OutputDada2	83142
IM-24-054-DKBW_S307	OutputPostprocessing	82676
IM-24-054-DRRL_S385	Input	145438
IM-24-054-DRRL_S385	No Dimers	143756
IM-24-054-DRRL_S385	Amplicons	132791
IM-24-054-DRRL_S385	OutputDada2	122713
IM-24-054-DRRL_S385	OutputPostprocessing	121498
IM-24-054-DZDN_S198	Input	294921
IM-24-054-DZDN_S198	No Dimers	293756
IM-24-054-DZDN_S198	Amplicons	274098
IM-24-054-DZDN_S198	OutputDada2	255907
IM-24-054-DZDN_S198	OutputPostprocessing	254848
IM-24-054-FCFV_S322	Input	243954
IM-24-054-FCFV_S322	No Dimers	242975
IM-24-054-FCFV_S322	Amplicons	225660
IM-24-054-FCFV_S322	OutputDada2	208842
IM-24-054-FCFV_S322	OutputPostprocessing	206250
IM-24-054-FGNK_S234	Input	226147
IM-24-054-FGNK_S234	No Dimers	225682
IM-24-054-FGNK_S234	Amplicons	210763
IM-24-054-FGNK_S234	OutputDada2	194996
IM-24-054-FGNK_S234	OutputPostprocessing	193847
IM-24-054-FGVM_S216	Input	281757
IM-24-054-FGVM_S216	No Dimers	280499
IM-24-054-FGVM_S216	Amplicons	261246
IM-24-054-FGVM_S216	OutputDada2	239155
IM-24-054-FGVM_S216	OutputPostprocessing	237649
IM-24-054-FHBD_S390	Input	185413
IM-24-054-FHBD_S390	No Dimers	183261
IM-24-054-FHBD_S390	Amplicons	168795
IM-24-054-FHBD_S390	OutputDada2	155945
IM-24-054-FHBD_S390	OutputPostprocessing	154164
IM-24-054-FHLR_S203	Input	183827
IM-24-054-FHLR_S203	No Dimers	182794
IM-24-054-FHLR_S203	Amplicons	170598
IM-24-054-FHLR_S203	OutputDada2	157997
IM-24-054-FHLR_S203	OutputPostprocessing	157076
IM-24-054-FRPX_S347	Input	217273
IM-24-054-FRPX_S347	No Dimers	216749
IM-24-054-FRPX_S347	Amplicons	202523
IM-24-054-FRPX_S347	OutputDada2	187586
IM-24-054-FRPX_S347	OutputPostprocessing	186653
IM-24-054-FUZP_S324	Input	188838
IM-24-054-FUZP_S324	No Dimers	188304
IM-24-054-FUZP_S324	Amplicons	174861
IM-24-054-FUZP_S324	OutputDada2	161632
IM-24-054-FUZP_S324	OutputPostprocessing	159660
IM-24-054-GFBS_S230	Input	228355
IM-24-054-GFBS_S230	No Dimers	227856
IM-24-054-GFBS_S230	Amplicons	212680
IM-24-054-GFBS_S230	OutputDada2	196575
IM-24-054-GFBS_S230	OutputPostprocessing	195237
IM-24-054-GHZY_S290	Input	223845
IM-24-054-GHZY_S290	No Dimers	222982
IM-24-054-GHZY_S290	Amplicons	205709
IM-24-054-GHZY_S290	OutputDada2	190292
IM-24-054-GHZY_S290	OutputPostprocessing	187739
IM-24-054-GMSL_S195	Input	362012
IM-24-054-GMSL_S195	No Dimers	359323
IM-24-054-GMSL_S195	Amplicons	335623
IM-24-054-GMSL_S195	OutputDada2	310480
IM-24-054-GMSL_S195	OutputPostprocessing	308707
IM-24-054-GTTA_S313	Input	279544
IM-24-054-GTTA_S313	No Dimers	278796
IM-24-054-GTTA_S313	Amplicons	258544
IM-24-054-GTTA_S313	OutputDada2	239256
IM-24-054-GTTA_S313	OutputPostprocessing	237253
IM-24-054-HFRA_S211	Input	236878
IM-24-054-HFRA_S211	No Dimers	235856
IM-24-054-HFRA_S211	Amplicons	219698
IM-24-054-HFRA_S211	OutputDada2	203354
IM-24-054-HFRA_S211	OutputPostprocessing	202324
IM-24-054-HKLG_S232	Input	297450
IM-24-054-HKLG_S232	No Dimers	296368
IM-24-054-HKLG_S232	Amplicons	275466
IM-24-054-HKLG_S232	OutputDada2	254816
IM-24-054-HKLG_S232	OutputPostprocessing	252273
IM-24-054-JARP_S228	Input	199529
IM-24-054-JARP_S228	No Dimers	198735
IM-24-054-JARP_S228	Amplicons	185888
IM-24-054-JARP_S228	OutputDada2	172154
IM-24-054-JARP_S228	OutputPostprocessing	171442
IM-24-054-JAXX_S318	Input	186167
IM-24-054-JAXX_S318	No Dimers	185775
IM-24-054-JAXX_S318	Amplicons	172746
IM-24-054-JAXX_S318	OutputDada2	159876
IM-24-054-JAXX_S318	OutputPostprocessing	159072
IM-24-054-JKMY_S320	Input	416579
IM-24-054-JKMY_S320	No Dimers	415416
IM-24-054-JKMY_S320	Amplicons	385886
IM-24-054-JKMY_S320	OutputDada2	357106
IM-24-054-JKMY_S320	OutputPostprocessing	354023
IM-24-054-JPFV_S332	Input	139870
IM-24-054-JPFV_S332	No Dimers	139409
IM-24-054-JPFV_S332	Amplicons	129914
IM-24-054-JPFV_S332	OutputDada2	120204
IM-24-054-JPFV_S332	OutputPostprocessing	119390
IM-24-054-JTFW_S215	Input	268347
IM-24-054-JTFW_S215	No Dimers	267691
IM-24-054-JTFW_S215	Amplicons	248634
IM-24-054-JTFW_S215	OutputDada2	230099
IM-24-054-JTFW_S215	OutputPostprocessing	228142
IM-24-054-JVYY_S226	Input	283939
IM-24-054-JVYY_S226	No Dimers	282287
IM-24-054-JVYY_S226	Amplicons	263564
IM-24-054-JVYY_S226	OutputDada2	240230
IM-24-054-JVYY_S226	OutputPostprocessing	238653
IM-24-054-JYJD_S326	Input	222290
IM-24-054-JYJD_S326	No Dimers	221333
IM-24-054-JYJD_S326	Amplicons	205821
IM-24-054-JYJD_S326	OutputDada2	190383
IM-24-054-JYJD_S326	OutputPostprocessing	187885
IM-24-054-KDVB_S225	Input	326780
IM-24-054-KDVB_S225	No Dimers	325653
IM-24-054-KDVB_S225	Amplicons	304290
IM-24-054-KDVB_S225	OutputDada2	281388
IM-24-054-KDVB_S225	OutputPostprocessing	279935
IM-24-054-KLZG_S389	Input	182636
IM-24-054-KLZG_S389	No Dimers	180468
IM-24-054-KLZG_S389	Amplicons	166968
IM-24-054-KLZG_S389	OutputDada2	154401
IM-24-054-KLZG_S389	OutputPostprocessing	152696
IM-24-054-KMJQ_S207	Input	208141
IM-24-054-KMJQ_S207	No Dimers	204176
IM-24-054-KMJQ_S207	Amplicons	186019
IM-24-054-KMJQ_S207	OutputDada2	170734
IM-24-054-KMJQ_S207	OutputPostprocessing	159925
IM-24-054-KNUZ_S329	Input	286056
IM-24-054-KNUZ_S329	No Dimers	284997
IM-24-054-KNUZ_S329	Amplicons	263904
IM-24-054-KNUZ_S329	OutputDada2	243897
IM-24-054-KNUZ_S329	OutputPostprocessing	241532
IM-24-054-KPXN_S333	Input	139669
IM-24-054-KPXN_S333	No Dimers	138929
IM-24-054-KPXN_S333	Amplicons	129630
IM-24-054-KPXN_S333	OutputDada2	119783
IM-24-054-KPXN_S333	OutputPostprocessing	119151
IM-24-054-LLWR_S334	Input	211941
IM-24-054-LLWR_S334	No Dimers	210703
IM-24-054-LLWR_S334	Amplicons	196861
IM-24-054-LLWR_S334	OutputDada2	181913
IM-24-054-LLWR_S334	OutputPostprocessing	180315
IM-24-054-LPAP_S199	Input	253524
IM-24-054-LPAP_S199	No Dimers	251826
IM-24-054-LPAP_S199	Amplicons	235173
IM-24-054-LPAP_S199	OutputDada2	217088
IM-24-054-LPAP_S199	OutputPostprocessing	215929
IM-24-054-LWJJ_S303	Input	253286
IM-24-054-LWJJ_S303	No Dimers	252610
IM-24-054-LWJJ_S303	Amplicons	235053
IM-24-054-LWJJ_S303	OutputDada2	217676
IM-24-054-LWJJ_S303	OutputPostprocessing	215555
IM-24-054-LZJC_S223	Input	280193
IM-24-054-LZJC_S223	No Dimers	279247
IM-24-054-LZJC_S223	Amplicons	260717
IM-24-054-LZJC_S223	OutputDada2	241082
IM-24-054-LZJC_S223	OutputPostprocessing	239583
IM-24-054-MDTG_S302	Input	113182
IM-24-054-MDTG_S302	No Dimers	112913
IM-24-054-MDTG_S302	Amplicons	105286
IM-24-054-MDTG_S302	OutputDada2	97246
IM-24-054-MDTG_S302	OutputPostprocessing	96481
IM-24-054-MPLH_S308	Input	114627
IM-24-054-MPLH_S308	No Dimers	114201
IM-24-054-MPLH_S308	Amplicons	106563
IM-24-054-MPLH_S308	OutputDada2	98659
IM-24-054-MPLH_S308	OutputPostprocessing	98017
IM-24-054-MUUX_S212	Input	183142
IM-24-054-MUUX_S212	No Dimers	182558
IM-24-054-MUUX_S212	Amplicons	170928
IM-24-054-MUUX_S212	OutputDada2	159564
IM-24-054-MUUX_S212	OutputPostprocessing	158854
IM-24-054-NSNA_S317	Input	126065
IM-24-054-NSNA_S317	No Dimers	125748
IM-24-054-NSNA_S317	Amplicons	117062
IM-24-054-NSNA_S317	OutputDada2	108497
IM-24-054-NSNA_S317	OutputPostprocessing	107831
IM-24-054-NVCV_S312	Input	336313
IM-24-054-NVCV_S312	No Dimers	335928
IM-24-054-NVCV_S312	Amplicons	311604
IM-24-054-NVCV_S312	OutputDada2	288131
IM-24-054-NVCV_S312	OutputPostprocessing	286268
IM-24-054-PADS_S296	Input	423592
IM-24-054-PADS_S296	No Dimers	422764
IM-24-054-PADS_S296	Amplicons	392165
IM-24-054-PADS_S296	OutputDada2	362595
IM-24-054-PADS_S296	OutputPostprocessing	359564
IM-24-054-PJYS_S220	Input	233760
IM-24-054-PJYS_S220	No Dimers	232920
IM-24-054-PJYS_S220	Amplicons	217912
IM-24-054-PJYS_S220	OutputDada2	201407
IM-24-054-PJYS_S220	OutputPostprocessing	200162
IM-24-054-PLHB_S327	Input	284516
IM-24-054-PLHB_S327	No Dimers	283679
IM-24-054-PLHB_S327	Amplicons	264100
IM-24-054-PLHB_S327	OutputDada2	244256
IM-24-054-PLHB_S327	OutputPostprocessing	242179
IM-24-054-QCBZ_S301	Input	96347
IM-24-054-QCBZ_S301	No Dimers	96035
IM-24-054-QCBZ_S301	Amplicons	89915
IM-24-054-QCBZ_S301	OutputDada2	83243
IM-24-054-QCBZ_S301	OutputPostprocessing	82569
IM-24-054-QFLC_S325	Input	232028
IM-24-054-QFLC_S325	No Dimers	231485
IM-24-054-QFLC_S325	Amplicons	215140
IM-24-054-QFLC_S325	OutputDada2	198745
IM-24-054-QFLC_S325	OutputPostprocessing	196589
IM-24-054-QHVQ_S218	Input	248131
IM-24-054-QHVQ_S218	No Dimers	246269
IM-24-054-QHVQ_S218	Amplicons	229640
IM-24-054-QHVQ_S218	OutputDada2	212386
IM-24-054-QHVQ_S218	OutputPostprocessing	211321
IM-24-054-QNMQ_S337	Input	288925
IM-24-054-QNMQ_S337	No Dimers	287608
IM-24-054-QNMQ_S337	Amplicons	267767
IM-24-054-QNMQ_S337	OutputDada2	246279
IM-24-054-QNMQ_S337	OutputPostprocessing	243922
IM-24-054-QUQZ_S201	Input	210292
IM-24-054-QUQZ_S201	No Dimers	209459
IM-24-054-QUQZ_S201	Amplicons	195943
IM-24-054-QUQZ_S201	OutputDada2	181266
IM-24-054-QUQZ_S201	OutputPostprocessing	179934
IM-24-054-QZNK_S331	Input	121878
IM-24-054-QZNK_S331	No Dimers	121396
IM-24-054-QZNK_S331	Amplicons	113255
IM-24-054-QZNK_S331	OutputDada2	105009
IM-24-054-QZNK_S331	OutputPostprocessing	104255
IM-24-054-QZUS_S386	Input	164920
IM-24-054-QZUS_S386	No Dimers	160852
IM-24-054-QZUS_S386	Amplicons	147957
IM-24-054-QZUS_S386	OutputDada2	136550
IM-24-054-QZUS_S386	OutputPostprocessing	134800
IM-24-054-RHDN_S338	Input	248893
IM-24-054-RHDN_S338	No Dimers	247189
IM-24-054-RHDN_S338	Amplicons	230674
IM-24-054-RHDN_S338	OutputDada2	213615
IM-24-054-RHDN_S338	OutputPostprocessing	212126
IM-24-054-RLPM_S289	Input	313163
IM-24-054-RLPM_S289	No Dimers	312376
IM-24-054-RLPM_S289	Amplicons	290431
IM-24-054-RLPM_S289	OutputDada2	268766
IM-24-054-RLPM_S289	OutputPostprocessing	265925
IM-24-054-RMGP_S196	Input	287532
IM-24-054-RMGP_S196	No Dimers	284093
IM-24-054-RMGP_S196	Amplicons	264442
IM-24-054-RMGP_S196	OutputDada2	244755
IM-24-054-RMGP_S196	OutputPostprocessing	243268
IM-24-054-RNZH_S321	Input	397815
IM-24-054-RNZH_S321	No Dimers	396254
IM-24-054-RNZH_S321	Amplicons	366596
IM-24-054-RNZH_S321	OutputDada2	338979
IM-24-054-RNZH_S321	OutputPostprocessing	334343
IM-24-054-RRRS_S209	Input	290859
IM-24-054-RRRS_S209	No Dimers	289915
IM-24-054-RRRS_S209	Amplicons	268089
IM-24-054-RRRS_S209	OutputDada2	248133
IM-24-054-RRRS_S209	OutputPostprocessing	246256
IM-24-054-RWXU_S208	Input	182922
IM-24-054-RWXU_S208	No Dimers	178546
IM-24-054-RWXU_S208	Amplicons	163730
IM-24-054-RWXU_S208	OutputDada2	150514
IM-24-054-RWXU_S208	OutputPostprocessing	143080
IM-24-054-RXGB_S306	Input	166391
IM-24-054-RXGB_S306	No Dimers	165935
IM-24-054-RXGB_S306	Amplicons	154293
IM-24-054-RXGB_S306	OutputDada2	142685
IM-24-054-RXGB_S306	OutputPostprocessing	141617
IM-24-054-RYHF_S227	Input	374524
IM-24-054-RYHF_S227	No Dimers	373735
IM-24-054-RYHF_S227	Amplicons	349999
IM-24-054-RYHF_S227	OutputDada2	324448
IM-24-054-RYHF_S227	OutputPostprocessing	322773
IM-24-054-SKWA_S305	Input	258772
IM-24-054-SKWA_S305	No Dimers	258064
IM-24-054-SKWA_S305	Amplicons	239891
IM-24-054-SKWA_S305	OutputDada2	222104
IM-24-054-SKWA_S305	OutputPostprocessing	219965
IM-24-054-SRCL_S213	Input	222745
IM-24-054-SRCL_S213	No Dimers	221922
IM-24-054-SRCL_S213	Amplicons	207782
IM-24-054-SRCL_S213	OutputDada2	191121
IM-24-054-SRCL_S213	OutputPostprocessing	189759
IM-24-054-SWTW_S237	Input	297576
IM-24-054-SWTW_S237	No Dimers	296884
IM-24-054-SWTW_S237	Amplicons	278019
IM-24-054-SWTW_S237	OutputDada2	257478
IM-24-054-SWTW_S237	OutputPostprocessing	256365
IM-24-054-TDHB_S214	Input	229044
IM-24-054-TDHB_S214	No Dimers	228182
IM-24-054-TDHB_S214	Amplicons	213094
IM-24-054-TDHB_S214	OutputDada2	197171
IM-24-054-TDHB_S214	OutputPostprocessing	196189
IM-24-054-TFHW_S240	Input	378828
IM-24-054-TFHW_S240	No Dimers	376443
IM-24-054-TFHW_S240	Amplicons	349794
IM-24-054-TFHW_S240	OutputDada2	323791
IM-24-054-TFHW_S240	OutputPostprocessing	322767
IM-24-054-TJTV_S348	Input	224413
IM-24-054-TJTV_S348	No Dimers	223665
IM-24-054-TJTV_S348	Amplicons	208868
IM-24-054-TJTV_S348	OutputDada2	192962
IM-24-054-TJTV_S348	OutputPostprocessing	191112
IM-24-054-TPMP_S217	Input	271395
IM-24-054-TPMP_S217	No Dimers	270783
IM-24-054-TPMP_S217	Amplicons	251686
IM-24-054-TPMP_S217	OutputDada2	230513
IM-24-054-TPMP_S217	OutputPostprocessing	228873
IM-24-054-TQPW_S392	Input	219028
IM-24-054-TQPW_S392	No Dimers	215510
IM-24-054-TQPW_S392	Amplicons	198768
IM-24-054-TQPW_S392	OutputDada2	183918
IM-24-054-TQPW_S392	OutputPostprocessing	182151
IM-24-054-TXJU_S197	Input	280438
IM-24-054-TXJU_S197	No Dimers	279439
IM-24-054-TXJU_S197	Amplicons	261494
IM-24-054-TXJU_S197	OutputDada2	240765
IM-24-054-TXJU_S197	OutputPostprocessing	239497
IM-24-054-UPVK_S344	Input	465486
IM-24-054-UPVK_S344	No Dimers	464547
IM-24-054-UPVK_S344	Amplicons	432447
IM-24-054-UPVK_S344	OutputDada2	400382
IM-24-054-UPVK_S344	OutputPostprocessing	395991
IM-24-054-URLQ_S293	Input	263324
IM-24-054-URLQ_S293	No Dimers	262438
IM-24-054-URLQ_S293	Amplicons	244781
IM-24-054-URLQ_S293	OutputDada2	226438
IM-24-054-URLQ_S293	OutputPostprocessing	224807
IM-24-054-USKC_S323	Input	205726
IM-24-054-USKC_S323	No Dimers	204946
IM-24-054-USKC_S323	Amplicons	189957
IM-24-054-USKC_S323	OutputDada2	174705
IM-24-054-USKC_S323	OutputPostprocessing	173122
IM-24-054-VSCN_S205	Input	122389
IM-24-054-VSCN_S205	No Dimers	122081
IM-24-054-VSCN_S205	Amplicons	114318
IM-24-054-VSCN_S205	OutputDada2	105665
IM-24-054-VSCN_S205	OutputPostprocessing	105175
IM-24-054-VWHC_S292	Input	190578
IM-24-054-VWHC_S292	No Dimers	190216
IM-24-054-VWHC_S292	Amplicons	176673
IM-24-054-VWHC_S292	OutputDada2	163525
IM-24-054-VWHC_S292	OutputPostprocessing	161928
IM-24-054-VWPC_S300	Input	124596
IM-24-054-VWPC_S300	No Dimers	124154
IM-24-054-VWPC_S300	Amplicons	115748
IM-24-054-VWPC_S300	OutputDada2	107060
IM-24-054-VWPC_S300	OutputPostprocessing	106079
IM-24-054-VZJL_S311	Input	226983
IM-24-054-VZJL_S311	No Dimers	226500
IM-24-054-VZJL_S311	Amplicons	210408
IM-24-054-VZJL_S311	OutputDada2	194760
IM-24-054-VZJL_S311	OutputPostprocessing	193161
IM-24-054-WCRN_S295	Input	294468
IM-24-054-WCRN_S295	No Dimers	293955
IM-24-054-WCRN_S295	Amplicons	272898
IM-24-054-WCRN_S295	OutputDada2	252289
IM-24-054-WCRN_S295	OutputPostprocessing	249833
IM-24-054-WJGM_S294	Input	207539
IM-24-054-WJGM_S294	No Dimers	206991
IM-24-054-WJGM_S294	Amplicons	192005
IM-24-054-WJGM_S294	OutputDada2	177545
IM-24-054-WJGM_S294	OutputPostprocessing	176137
IM-24-054-WQTS_S235	Input	264220
IM-24-054-WQTS_S235	No Dimers	263622
IM-24-054-WQTS_S235	Amplicons	246246
IM-24-054-WQTS_S235	OutputDada2	227281
IM-24-054-WQTS_S235	OutputPostprocessing	226226
IM-24-054-WZNK_S202	Input	342448
IM-24-054-WZNK_S202	No Dimers	341139
IM-24-054-WZNK_S202	Amplicons	317657
IM-24-054-WZNK_S202	OutputDada2	293968
IM-24-054-WZNK_S202	OutputPostprocessing	291524
IM-24-054-XVHL_S342	Input	200217
IM-24-054-XVHL_S342	No Dimers	199417
IM-24-054-XVHL_S342	Amplicons	186535
IM-24-054-XVHL_S342	OutputDada2	172129
IM-24-054-XVHL_S342	OutputPostprocessing	170917
IM-24-054-YDKA_S219	Input	245524
IM-24-054-YDKA_S219	No Dimers	244811
IM-24-054-YDKA_S219	Amplicons	228367
IM-24-054-YDKA_S219	OutputDada2	211466
IM-24-054-YDKA_S219	OutputPostprocessing	209931
IM-24-054-YLAY_S238	Input	271392
IM-24-054-YLAY_S238	No Dimers	270051
IM-24-054-YLAY_S238	Amplicons	252044
IM-24-054-YLAY_S238	OutputDada2	232551
IM-24-054-YLAY_S238	OutputPostprocessing	231146
IM-24-054-YSKC_S236	Input	195127
IM-24-054-YSKC_S236	No Dimers	194836
IM-24-054-YSKC_S236	Amplicons	182358
IM-24-054-YSKC_S236	OutputDada2	168742
IM-24-054-YSKC_S236	OutputPostprocessing	168234
IM-24-054-ZABJ_S330	Input	148232
IM-24-054-ZABJ_S330	No Dimers	147726
IM-24-054-ZABJ_S330	Amplicons	137283
IM-24-054-ZABJ_S330	OutputDada2	127107
IM-24-054-ZABJ_S330	OutputPostprocessing	126084
IM-24-054-ZANL_S298	Input	118998
IM-24-054-ZANL_S298	No Dimers	118572
IM-24-054-ZANL_S298	Amplicons	110304
IM-24-054-ZANL_S298	OutputDada2	101858
IM-24-054-ZANL_S298	OutputPostprocessing	101001
IM-24-054-ZBKL_S316	Input	108668
IM-24-054-ZBKL_S316	No Dimers	108393
IM-24-054-ZBKL_S316	Amplicons	100499
IM-24-054-ZBKL_S316	OutputDada2	92825
IM-24-054-ZBKL_S316	OutputPostprocessing	92050
IM-24-054-ZGPM_S229	Input	187515
IM-24-054-ZGPM_S229	No Dimers	187285
IM-24-054-ZGPM_S229	Amplicons	174813
IM-24-054-ZGPM_S229	OutputDada2	160293
IM-24-054-ZGPM_S229	OutputPostprocessing	158485
IM-24-054-ZUKH_S391	Input	178965
IM-24-054-ZUKH_S391	No Dimers	176384
IM-24-054-ZUKH_S391	Amplicons	162341
IM-24-054-ZUKH_S391	OutputDada2	150152
IM-24-054-ZUKH_S391	OutputPostprocessing	148060
IM-24-054-ZWNU_S206	Input	174849
IM-24-054-ZWNU_S206	No Dimers	174406
IM-24-054-ZWNU_S206	Amplicons	162547
IM-24-054-ZWNU_S206	OutputDada2	150425
IM-24-054-ZWNU_S206	OutputPostprocessing	149521
IM-24-064-AVFB_S368	Input	316270
IM-24-064-AVFB_S368	No Dimers	315637
IM-24-064-AVFB_S368	Amplicons	291435
IM-24-064-AVFB_S368	OutputDada2	266811
IM-24-064-AVFB_S368	OutputPostprocessing	264142
IM-24-064-BFAF_S359	Input	412069
IM-24-064-BFAF_S359	No Dimers	410948
IM-24-064-BFAF_S359	Amplicons	381713
IM-24-064-BFAF_S359	OutputDada2	353270
IM-24-064-BFAF_S359	OutputPostprocessing	350648
IM-24-064-BKCC_S404	Input	113485
IM-24-064-BKCC_S404	No Dimers	112370
IM-24-064-BKCC_S404	Amplicons	103233
IM-24-064-BKCC_S404	OutputDada2	95537
IM-24-064-BKCC_S404	OutputPostprocessing	94156
IM-24-064-BMRN_S383	Input	323268
IM-24-064-BMRN_S383	No Dimers	322981
IM-24-064-BMRN_S383	Amplicons	299207
IM-24-064-BMRN_S383	OutputDada2	274001
IM-24-064-BMRN_S383	OutputPostprocessing	271312
IM-24-064-BUCT_S255	Input	262447
IM-24-064-BUCT_S255	No Dimers	261327
IM-24-064-BUCT_S255	Amplicons	244204
IM-24-064-BUCT_S255	OutputDada2	226091
IM-24-064-BUCT_S255	OutputPostprocessing	224924
IM-24-064-CFWR_S282	Input	317997
IM-24-064-CFWR_S282	No Dimers	317099
IM-24-064-CFWR_S282	Amplicons	295291
IM-24-064-CFWR_S282	OutputDada2	273166
IM-24-064-CFWR_S282	OutputPostprocessing	270898
IM-24-064-CLFN_S249	Input	321342
IM-24-064-CLFN_S249	No Dimers	320563
IM-24-064-CLFN_S249	Amplicons	297973
IM-24-064-CLFN_S249	OutputDada2	275580
IM-24-064-CLFN_S249	OutputPostprocessing	273683
IM-24-064-CLWM_S381	Input	207098
IM-24-064-CLWM_S381	No Dimers	206733
IM-24-064-CLWM_S381	Amplicons	192256
IM-24-064-CLWM_S381	OutputDada2	177606
IM-24-064-CLWM_S381	OutputPostprocessing	176130
IM-24-064-CVLV_S398	Input	221949
IM-24-064-CVLV_S398	No Dimers	221020
IM-24-064-CVLV_S398	Amplicons	205367
IM-24-064-CVLV_S398	OutputDada2	189944
IM-24-064-CVLV_S398	OutputPostprocessing	188648
IM-24-064-DARL_S357	Input	194199
IM-24-064-DARL_S357	No Dimers	193848
IM-24-064-DARL_S357	Amplicons	180792
IM-24-064-DARL_S357	OutputDada2	167350
IM-24-064-DARL_S357	OutputPostprocessing	166186
IM-24-064-DBSF_S271	Input	401880
IM-24-064-DBSF_S271	No Dimers	401267
IM-24-064-DBSF_S271	Amplicons	372109
IM-24-064-DBSF_S271	OutputDada2	344266
IM-24-064-DBSF_S271	OutputPostprocessing	340759
IM-24-064-DMFK_S266	Input	296429
IM-24-064-DMFK_S266	No Dimers	295546
IM-24-064-DMFK_S266	Amplicons	275588
IM-24-064-DMFK_S266	OutputDada2	254487
IM-24-064-DMFK_S266	OutputPostprocessing	253510
IM-24-064-DWVF_S396	Input	308211
IM-24-064-DWVF_S396	No Dimers	306289
IM-24-064-DWVF_S396	Amplicons	283314
IM-24-064-DWVF_S396	OutputDada2	261598
IM-24-064-DWVF_S396	OutputPostprocessing	259666
IM-24-064-DYSX_S277	Input	261075
IM-24-064-DYSX_S277	No Dimers	260185
IM-24-064-DYSX_S277	Amplicons	242498
IM-24-064-DYSX_S277	OutputDada2	224281
IM-24-064-DYSX_S277	OutputPostprocessing	223009
IM-24-064-FBMK_S369	Input	352613
IM-24-064-FBMK_S369	No Dimers	351558
IM-24-064-FBMK_S369	Amplicons	327232
